Incident Datetime;Incident Date;Incident Time;Incident Day of Week;Report Datetime;Incident Category;Resolution;Police District ;Analysis Neighborhood;Latitude;Longitude
07/03/2023 16:17;07/03/2023;16:17;Tuesday;22/03/2023 12:58;Larceny Theft;Open or Active;Tenderloin;Financial District/South Beach;37.784560141211806;-122.40733704162238
26/03/2023 05:15;26/03/2023;05:15;Sunday;26/03/2023 06:10;Burglary;Cite or Arrest Adult;Central;Financial District/South Beach;37.79006979947905;-122.39097101886335
21/03/2023 23:00;21/03/2023;23:00;Tuesday;22/03/2023 11:28;Larceny Theft;Open or Active;Southern;Financial District/South Beach;37.785963990446874;-122.39723446118445
25/03/2023 19:29;25/03/2023;19:29;Saturday;25/03/2023 20:26;Assault;Open or Active;Central;Financial District/South Beach;37.796346859010335;-122.39695784020824
26/03/2023 01:02;26/03/2023;01:02;Sunday;26/03/2023 01:03;Assault;Open or Active;Southern;Financial District/South Beach;37.78853592966637;-122.39603476680188
19/09/2023 01:00;19/09/2023;01:00;Tuesday;20/09/2023 13:41;Malicious Mischief;Open or Active;Central;Financial District/South Beach;37.79384367995605;-122.39888041931147
25/09/2023 19:00;25/09/2023;19:00;Monday;01/10/2023 16:20;Motor Vehicle Theft;Open or Active;Southern;Financial District/South Beach;37.787996308614986;-122.39359716503304
01/10/2023 00:01;01/10/2023;00:01;Sunday;01/10/2023 11:32;Fraud;Open or Active;Southern;Financial District/South Beach;37.779277452518656;-122.39221065777403
20/09/2023 10:00;20/09/2023;10:00;Wednesday;20/09/2023 14:19;Larceny Theft;Open or Active;Central;Financial District/South Beach;37.796346859010335;-122.39695784020824
29/09/2023 18:12;29/09/2023;18:12;Friday;29/09/2023 18:15;Other Miscellaneous;Open or Active;Central;Financial District/South Beach;37.79377985665411;-122.40295736135474
01/10/2023 11:30;01/10/2023;11:30;Sunday;01/10/2023 12:05;Larceny Theft;Open or Active;Central;Financial District/South Beach;37.790565236529574;-122.40557374633903
30/08/2023 11:15;30/08/2023;11:15;Wednesday;20/09/2023 16:45;Malicious Mischief;Open or Active;Central;Financial District/South Beach;37.786615346301794;-122.40639887891692
19/09/2023 19:00;19/09/2023;19:00;Tuesday;20/09/2023 13:01;Larceny Theft;Open or Active;Central;Financial District/South Beach;37.79377985665411;-122.40295736135474
01/10/2023 01:00;01/10/2023;01:00;Sunday;01/10/2023 01:10;Assault;Open or Active;Southern;Financial District/South Beach;37.78853592966637;-122.39603476680188
29/09/2023 17:20;29/09/2023;17:20;Friday;30/09/2023 13:04;Larceny Theft;Open or Active;Central;Financial District/South Beach;37.78823029552724;-122.40513139342886
12/07/2023 00:00;12/07/2023;00:00;Wednesday;01/10/2023 07:53;Motor Vehicle Theft;Open or Active;Central;Financial District/South Beach;37.79323049132005;-122.3931813328012
10/07/2023 16:13;10/07/2023;16:13;Monday;10/07/2023 16:13;Robbery;Open or Active;Central;Financial District/South Beach;37.78803330548382;-122.40668317269146
27/03/2023 07:49;27/03/2023;07:49;Monday;27/03/2023 07:49;Traffic Violation Arrest;Cite or Arrest Adult;Southern;Financial District/South Beach;37.78503028396464;-122.4004684855585
26/03/2023 23:58;26/03/2023;23:58;Sunday;27/03/2023 00:05;Malicious Mischief;Open or Active;Central;Financial District/South Beach;37.78943368124484;-122.40695698813221
27/03/2023 09:20;27/03/2023;09:20;Monday;27/03/2023 10:30;Assault;Open or Active;Central;Financial District/South Beach;37.7900390957152;-122.40218964667669
25/03/2023 02:03;25/03/2023;02:03;Saturday;27/03/2023 12:30;Burglary;Open or Active;Central;Financial District/South Beach;37.78842726061901;-122.40357988072867
24/03/2023 22:00;24/03/2023;22:00;Friday;25/03/2023 14:43;Larceny Theft;Open or Active;Central;Financial District/South Beach;37.79458821565897;-122.39658591411781
25/03/2023 09:00;25/03/2023;09:00;Saturday;27/03/2023 09:01;Larceny Theft;Open or Active;Southern;Financial District/South Beach;37.786223776271626;-122.3896366412841
27/03/2023 11:15;27/03/2023;11:15;Monday;27/03/2023 12:16;Traffic Violation Arrest;Cite or Arrest Adult;Central;Financial District/South Beach;37.804072249404626;-122.4019734281221
26/03/2023 22:45;26/03/2023;22:45;Sunday;27/03/2023 16:15;Forgery And Counterfeiting;Open or Active;Central;Financial District/South Beach;37.788986292481376;-122.40686503276359
26/03/2023 23:46;26/03/2023;23:46;Sunday;26/03/2023 23:56;Other Miscellaneous;Cite or Arrest Adult;Tenderloin;Financial District/South Beach;37.784560141211806;-122.40733704162238
25/03/2023 17:50;25/03/2023;17:50;Saturday;25/03/2023 18:01;Malicious Mischief;Open or Active;Central;Financial District/South Beach;37.78823029552724;-122.40513139342886
27/03/2023 07:49;27/03/2023;07:49;Monday;27/03/2023 07:49;Warrant;Cite or Arrest Adult;Southern;Financial District/South Beach;37.78503028396464;-122.4004684855585
27/03/2023 07:49;27/03/2023;07:49;Monday;27/03/2023 07:49;Other Miscellaneous;Cite or Arrest Adult;Southern;Financial District/South Beach;37.78503028396464;-122.4004684855585
26/03/2023 20:31;26/03/2023;20:31;Sunday;26/03/2023 20:31;Other Miscellaneous;Cite or Arrest Adult;Southern;Financial District/South Beach;37.78404443715923;-122.40371175457705
21/03/2023 09:25;21/03/2023;09:25;Tuesday;21/03/2023 22:52;Larceny Theft;Open or Active;Central;Financial District/South Beach;37.79618607065459;-122.39815206842287
24/03/2023 13:28;24/03/2023;13:28;Friday;24/03/2023 13:50;Larceny Theft;Cite or Arrest Adult;Central;Financial District/South Beach;37.8040301248352;-122.40334871137732
22/03/2023 15:34;22/03/2023;15:34;Wednesday;22/03/2023 16:17;Malicious Mischief;Open or Active;Central;Financial District/South Beach;37.791716057660935;-122.398264449392
29/09/2023 15:19;29/09/2023;15:19;Friday;29/09/2023 15:39;Robbery;Open or Active;Ingleside;Glen Park;37.743608582140304;-122.43768292630257
22/03/2023 03:07;22/03/2023;03:07;Wednesday;22/03/2023 03:07;Other Miscellaneous;Cite or Arrest Adult;Ingleside;Glen Park;37.739152517187996;-122.43117462677553
22/03/2023 03:07;22/03/2023;03:07;Wednesday;22/03/2023 03:07;Other Miscellaneous;Cite or Arrest Adult;Ingleside;Glen Park;37.739152517187996;-122.43117462677553
22/03/2023 03:07;22/03/2023;03:07;Wednesday;22/03/2023 03:07;Burglary;Cite or Arrest Adult;Ingleside;Glen Park;37.739152517187996;-122.43117462677553
23/03/2023 22:50;23/03/2023;22:50;Thursday;23/03/2023 22:50;Recovered Vehicle;Open or Active;Ingleside;Glen Park;37.73388974546732;-122.43404992786135
29/09/2023 22:08;29/09/2023;22:08;Friday;29/09/2023 22:08;Malicious Mischief;Open or Active;Ingleside;Glen Park;37.738367191535495;-122.4361348451631
29/09/2023 15:19;29/09/2023;15:19;Friday;29/09/2023 15:39;Weapons Offense;Open or Active;Ingleside;Glen Park;37.743608582140304;-122.43768292630257
24/03/2023 12:00;24/03/2023;12:00;Friday;24/03/2023 16:46;Larceny Theft;Open or Active;Ingleside;Glen Park;37.73670941107003;-122.43813539667984
23/03/2023 23:00;23/03/2023;23:00;Thursday;24/03/2023 15:23;Larceny Theft;Open or Active;Ingleside;Glen Park;37.740121824618925;-122.42873612917286
30/04/2024 17:30;30/04/2024;17:30;Tuesday;30/04/2024 17:30;Other Offenses;Cite or Arrest Adult;Ingleside;Glen Park;37.74066162109375;-122.43865966796875
30/09/2023 03:49;30/09/2023;03:49;Saturday;30/09/2023 03:52;Burglary;Open or Active;Ingleside;Glen Park;37.73500643335545;-122.4324581030133
30/09/2023 03:24;30/09/2023;03:24;Saturday;30/09/2023 10:13;Motor Vehicle Theft;Open or Active;Ingleside;Glen Park;37.73813599423452;-122.43394990337283
09/02/2023 18:25;09/02/2023;18:25;Thursday;09/02/2023 18:52;Larceny Theft;Open or Active;Ingleside;Glen Park;37.73566944763298;-122.43882124592368
14/02/2023 16:00;14/02/2023;16:00;Tuesday;15/02/2023 20:43;Malicious Mischief;Open or Active;Ingleside;Glen Park;37.73966839914163;-122.42765222308554
01/02/2023 15:37;01/02/2023;15:37;Wednesday;06/02/2023 20:24;Larceny Theft;Open or Active;Ingleside;Glen Park;37.73721373583178;-122.42770734768459
25/03/2023 11:15;25/03/2023;11:15;Saturday;25/03/2023 16:30;Larceny Theft;Open or Active;Ingleside;Glen Park;37.73460044964926;-122.43185827872827
26/03/2023 03:00;26/03/2023;03:00;Sunday;27/03/2023 18:14;Larceny Theft;Open or Active;Ingleside;Glen Park;37.73387532874152;-122.43583997184848
24/03/2023 17:00;24/03/2023;17:00;Friday;27/03/2023 19:00;Larceny Theft;Open or Active;Ingleside;Glen Park;37.736617892938185;-122.43134892201546
24/09/2021 00:47;24/09/2021;00:47;Friday;24/09/2021 00:47;Other Miscellaneous;Open or Active;Park;Golden Gate Park;37.768246024114525;-122.45335228997452
04/07/2022 12:30;04/07/2022;12:30;Monday;04/07/2022 19:33;Larceny Theft;Cite or Arrest Adult;Park;Golden Gate Park;37.771314265599216;-122.45916192158037
20/07/2023 10:10;20/07/2023;10:10;Thursday;28/09/2023 22:13;Robbery;Open or Active;Park;Golden Gate Park;37.77009807899048;-122.45372622844519
16/03/2023 12:00;16/03/2023;12:00;Thursday;23/03/2023 17:30;Malicious Mischief;Open or Active;Richmond;Golden Gate Park;37.77286365480944;-122.47776694801784
16/03/2023 12:00;16/03/2023;12:00;Thursday;23/03/2023 17:30;Burglary;Open or Active;Richmond;Golden Gate Park;37.77286365480944;-122.47776694801784
23/03/2023 15:39;23/03/2023;15:39;Thursday;23/03/2023 15:48;Other;Open or Active;Richmond;Golden Gate Park;37.76606248575656;-122.4773628313276
21/03/2023 09:00;21/03/2023;09:00;Tuesday;22/03/2023 13:39;Miscellaneous Investigation;Open or Active;Park;Golden Gate Park;37.77139018949157;-122.45329513313322
21/03/2023 17:00;21/03/2023;17:00;Tuesday;22/03/2023 10:12;Malicious Mischief;Open or Active;Richmond;Golden Gate Park;37.7733038331604;-122.46802391783669
11/11/2022 11:00;11/11/2022;11:00;Friday;11/11/2022 14:51;Larceny Theft;Open or Active;Park;Golden Gate Park;37.772895177200766;-122.45428511766733
18/02/2023 10:30;18/02/2023;10:30;Saturday;18/02/2023 22:29;Larceny Theft;Open or Active;Richmond;Golden Gate Park;37.76705684499688;-122.47327983402523
21/02/2023 13:00;21/02/2023;13:00;Tuesday;21/02/2023 13:54;Larceny Theft;Open or Active;Richmond;Golden Gate Park;37.77049587780269;-122.47989542911418
04/07/2022 12:30;04/07/2022;12:30;Monday;04/07/2022 19:33;Case Closure;Cite or Arrest Adult;Park;Golden Gate Park;37.771314265599216;-122.45916192158037
20/07/2023 10:10;20/07/2023;10:10;Thursday;28/09/2023 22:13;Assault;Open or Active;Park;Golden Gate Park;37.77009807899048;-122.45372622844519
01/05/2024 13:00;01/05/2024;13:00;Wednesday;02/05/2024 02:04;Missing Person;Open or Active;Taraval;Golden Gate Park;37.76587677001953;-122.46751403808594
25/06/2023 18:02;25/06/2023;18:02;Sunday;25/06/2023 18:25;Larceny Theft;Open or Active;Park;Golden Gate Park;37.76606248575656;-122.4773628313276
01/05/2024 21:23;01/05/2024;21:23;Wednesday;01/05/2024 21:23;Recovered Vehicle;Cite or Arrest Adult;Richmond;Golden Gate Park;37.7733039855957;-122.46802520751953
23/03/2024 07:30;23/03/2024;07:30;Saturday;29/04/2024 11:55;Larceny Theft;Open or Active;Richmond;Golden Gate Park;37.771663665771484;-122.46721649169922
25/09/2023 13:00;25/09/2023;13:00;Monday;25/09/2023 13:51;Larceny Theft;Open or Active;Park;Golden Gate Park;37.77039934904093;-122.46010759360802
27/09/2023 17:30;27/09/2023;17:30;Wednesday;27/09/2023 19:13;Larceny Theft;Open or Active;Park;Golden Gate Park;37.77039934904093;-122.46010759360802
29/09/2023 15:45;29/09/2023;15:45;Friday;30/09/2023 15:21;Motor Vehicle Theft;Open or Active;Park;Golden Gate Park;37.77236766272795;-122.45078670937328
30/09/2023 11:00;30/09/2023;11:00;Saturday;30/09/2023 14:05;Malicious Mischief;Open or Active;Richmond;Golden Gate Park;37.77039934904093;-122.46010759360802
30/09/2023 10:00;30/09/2023;10:00;Saturday;30/09/2023 13:29;Larceny Theft;Open or Active;Richmond;Golden Gate Park;37.77325671129455;-122.46909249744446
28/09/2023 11:30;28/09/2023;11:30;Thursday;28/09/2023 12:14;Larceny Theft;Open or Active;Park;Golden Gate Park;37.76607182822108;-122.46431245664479
20/09/2023 14:25;20/09/2023;14:25;Wednesday;20/09/2023 15:07;Larceny Theft;Open or Active;Park;Golden Gate Park;37.77039934904093;-122.46010759360802
20/09/2023 10:36;20/09/2023;10:36;Wednesday;25/09/2023 11:48;Larceny Theft;Open or Active;Park;Golden Gate Park;37.772295288962425;-122.44402430732715
27/09/2023 19:00;27/09/2023;19:00;Wednesday;27/09/2023 19:40;Larceny Theft;Open or Active;Park;Golden Gate Park;37.76606248575656;-122.4773628313276
16/03/2023 09:30;16/03/2023;09:30;Thursday;21/03/2023 04:59;Larceny Theft;Open or Active;Park;Golden Gate Park;37.76606248575656;-122.4773628313276
25/03/2023 13:30;25/03/2023;13:30;Saturday;25/03/2023 18:36;Non-Criminal;Open or Active;Richmond;Golden Gate Park;37.76643003016088;-122.46438443928187
24/03/2023 11:15;24/03/2023;11:15;Friday;24/03/2023 17:36;Larceny Theft;Open or Active;Park;Golden Gate Park;37.77039934904093;-122.46010759360802
21/03/2023 13:00;21/03/2023;13:00;Tuesday;21/03/2023 16:42;Larceny Theft;Open or Active;Park;Golden Gate Park;37.77039934904093;-122.46010759360802
26/03/2023 06:15;26/03/2023;06:15;Sunday;26/03/2023 06:26;Miscellaneous Investigation;Open or Active;Park;Golden Gate Park;37.772895177200766;-122.45428511766733
26/03/2023 08:00;26/03/2023;08:00;Sunday;26/03/2023 12:45;Suspicious Occ;Open or Active;Richmond;Golden Gate Park;37.77325671129455;-122.46909249744446
24/03/2023 11:00;24/03/2023;11:00;Friday;24/03/2023 21:41;Larceny Theft;Open or Active;Park;Golden Gate Park;37.77039934904093;-122.46010759360802
01/10/2023 16:47;01/10/2023;16:47;Sunday;01/10/2023 16:50;Larceny Theft;Open or Active;Richmond;Golden Gate Park;37.77039934904093;-122.46010759360802
30/09/2023 15:20;30/09/2023;15:20;Saturday;30/09/2023 15:41;Non-Criminal;Open or Active;Richmond;Golden Gate Park;37.77028284509647;-122.49382345230345
30/09/2023 15:30;30/09/2023;15:30;Saturday;30/09/2023 19:31;Malicious Mischief;Open or Active;Park;Golden Gate Park;37.77098463967463;-122.47614222782613
16/03/2023 15:00;16/03/2023;15:00;Thursday;27/03/2023 07:50;Non-Criminal;Open or Active;Park;Golden Gate Park;37.768246024114525;-122.45335228997452
25/03/2023 15:00;25/03/2023;15:00;Saturday;27/03/2023 15:14;Offences Against The Family And Children;Open or Active;Richmond;Golden Gate Park;37.77247157526211;-122.48633406205887
24/03/2023 16:00;24/03/2023;16:00;Friday;27/03/2023 16:24;Missing Person;Open or Active;Park;Golden Gate Park;37.768246024114525;-122.45335228997452
25/03/2023 15:00;25/03/2023;15:00;Saturday;27/03/2023 15:14;Malicious Mischief;Open or Active;Richmond;Golden Gate Park;37.77247157526211;-122.48633406205887
01/07/2021 09:45;01/07/2021;09:45;Thursday;01/07/2021 09:45;Non-Criminal;Open or Active;Park;Haight Ashbury;37.77157103671907;-122.44218788158265
03/02/2022 02:09;03/02/2022;02:09;Thursday;03/02/2022 02:20;Vandalism;Open or Active;Park;Haight Ashbury;37.77157103671907;-122.44218788158265
28/08/2022 16:05;28/08/2022;16:05;Sunday;28/08/2022 16:31;Non-Criminal;Open or Active;Park;Haight Ashbury;37.76989839338025;-122.435052315381
02/10/2022 22:36;02/10/2022;22:36;Sunday;02/10/2022 23:44;Warrant;Open or Active;Park;Haight Ashbury;37.77021017395845;-122.44534499148274
30/12/2022 23:46;30/12/2022;23:46;Friday;30/12/2022 23:46;Assault;Open or Active;Park;Haight Ashbury;37.766374072957106;-122.45294703466854
07/11/2022 01:30;07/11/2022;01:30;Monday;07/11/2022 14:48;Larceny Theft;Open or Active;Park;Haight Ashbury;37.769378662723035;-122.4518657283479
12/02/2023 00:01;12/02/2023;00:01;Sunday;04/03/2023 16:13;Fraud;Open or Active;Park;Haight Ashbury;37.76468236324016;-122.45121306348491
05/02/2023 16:22;05/02/2023;16:22;Sunday;05/02/2023 16:25;Robbery;Cite or Arrest Adult;Park;Haight Ashbury;37.769526043647296;-122.45071018189665
12/11/2022 14:15;12/11/2022;14:15;Saturday;12/11/2022 16:53;Larceny Theft;Open or Active;Park;Haight Ashbury;37.76859272659574;-122.45052179615425
16/11/2022 17:50;16/11/2022;17:50;Wednesday;16/11/2022 22:47;Malicious Mischief;Open or Active;Northern;Haight Ashbury;37.771267422977495;-122.43704561327942
22/03/2023 08:30;22/03/2023;08:30;Wednesday;23/03/2023 09:18;Motor Vehicle Theft;Open or Active;Park;Haight Ashbury;37.770847433967646;-122.44035770593106
12/12/2022 12:30;12/12/2022;12:30;Monday;15/12/2022 08:50;Larceny Theft;Open or Active;Park;Haight Ashbury;37.77000760474354;-122.44693382058489
10/07/2023 14:20;10/07/2023;14:20;Monday;10/07/2023 14:20;Recovered Vehicle;Open or Active;Park;Haight Ashbury;37.76928422785097;-122.44510598345659
29/09/2023 15:45;29/09/2023;15:45;Friday;29/09/2023 16:30;Non-Criminal;Open or Active;Park;Haight Ashbury;37.76886462793857;-122.44838968682683
24/03/2023 07:47;24/03/2023;07:47;Friday;24/03/2023 08:15;Miscellaneous Investigation;Open or Active;Park;Haight Ashbury;37.77122982666939;-122.45224177938098
24/03/2023 11:00;24/03/2023;11:00;Friday;24/03/2023 11:00;Other Offenses;Cite or Arrest Adult;Park;Haight Ashbury;37.77003485839888;-122.43171701288281
24/03/2023 08:30;24/03/2023;08:30;Friday;24/03/2023 11:24;Motor Vehicle Theft;Open or Active;Park;Haight Ashbury;37.76886462793857;-122.44838968682683
24/03/2023 11:00;24/03/2023;11:00;Friday;24/03/2023 11:00;Recovered Vehicle;Cite or Arrest Adult;Park;Haight Ashbury;37.77003485839888;-122.43171701288281
02/05/2024 19:30;02/05/2024;19:30;Thursday;02/05/2024 19:49;Miscellaneous Investigation;Open or Active;Park;Haight Ashbury;37.76730728149414;-122.45316314697266
01/05/2024 20:30;01/05/2024;20:30;Wednesday;02/05/2024 08:37;Motor Vehicle Theft;Open or Active;Northern;Haight Ashbury;37.770469665527344;-122.44331359863281
27/04/2024 00:01;27/04/2024;00:01;Saturday;27/04/2024 01:24;Malicious Mischief;Open or Active;Park;Haight Ashbury;37.769378662109375;-122.45186614990234
29/09/2023 18:00;29/09/2023;18:00;Friday;30/09/2023 23:20;Missing Person;Open or Active;Park;Haight Ashbury;37.77157103671907;-122.44218788158265
